temperature,humidity,airflow,openness,Q
34.62,22.26941329,43,0.41,0
34.55,22.32625758,43,0.41,0
34.6,22.25849219,43,0.41,0
34.67,22.14574015,43,0.41,0
34.72,22.14669243,43,0.41,0
34.74,22.01328763,43,0.41,0
34.76,21.90548345,43,0.41,0
34.69,21.44606572,43,0.41,0
34.72,21.54195347,43,0.41,0
34.8,21.59293197,43,0.41,0
34.95,21.85410474,43,0.41,0
34.95,21.90639681,43,0.41,0
35.03,22.00705333,43,0.41,0
34.99,21.88928221,43,0.41,0
35.01,22.08308237,43,0.41,0
35.12,22.31706186,43,0.41,0
34.92,22.02540654,43,0.41,0
34.84,22.04341855,43,0.41,0
34.69,21.72562011,43,0.41,0
34.72,21.59353319,43,0.41,0
34.9,21.75060185,43,0.41,0
35.07,21.96726053,43,0.41,0
35.07,22.21182175,43,0.41,0
34.99,22.18515721,43,0.41,0
34.97,22.15973541,43,0.41,0
34.92,22.04779109,43,0.41,0
35.04,22.27513506,43,0.41,0
34.99,22.20763984,43,0.41,0
35.01,22.26312958,43,0.41,0
34.92,22.23065657,43,0.41,0
34.94,22.32719116,43,0.41,0
35.04,22.56090061,43,0.41,0
35.04,22.47439218,43,0.41,0
35,22.41915659,43,0.41,0
34.92,22.3650729,43,0.41,0
34.87,22.39410285,43,0.41,0
34.88,22.37714611,43,0.41,0
34.94,22.50293752,43,0.41,0
34.96,22.48383868,43,0.41,0
34.94,22.38327001,43,0.41,0
34.87,22.32706751,43,0.41,0
34.86,22.56370075,43,0.41,0
34.89,22.64737116,43,0.41,0
34.78,22.72728045,43,0.41,0
34.89,22.99833568,43,0.41,0
34.93,23.24975565,43,0.41,0
34.81,22.95608684,43,0.41,0
34.65,22.90430831,43,0.41,0
34.58,22.91133716,43,0.41,0
34.65,22.99276636,43,0.41,0
34.55,22.72525698,43,0.41,0
34.52,22.6787338,43,0.41,0
34.48,22.53903803,43,0.41,0
34.65,22.63907968,43,0.41,0
34.76,22.51595511,43,0.41,0
34.8,22.27833389,43,0.41,0
34.81,22.29483895,43,0.41,0
34.81,22.2874169,43,0.41,0
34.96,22.25178023,43,0.41,0
35.15,22.40461554,43,0.41,0
35.2,22.41195513,43,0.41,0
35.1,22.4084333,43,0.41,0
35.01,22.2481218,43,0.41,0
34.9,22.2349977,43,0.41,0
34.73,22.2148169,43,0.41,0
34.66,22.32803763,43,0.41,0
34.77,22.44738265,43,0.41,0
34.83,22.4207849,43,0.41,0
34.89,22.52425078,43,0.41,0
34.85,22.41305549,43,0.41,0
34.82,22.42648845,43,0.41,0
34.8,22.69027621,43,0.41,0
34.82,22.81676207,43,0.41,0
34.78,22.75696083,43,0.41,0
34.75,22.72516739,43,0.41,0
34.78,22.89055634,43,0.41,0
34.69,22.66537612,43,0.41,0
34.66,22.65210258,43,0.41,0
34.79,22.6549767,43,0.41,0
34.59,22.11743088,43,0.41,0
34.63,22.35203374,43,0.41,0
34.68,22.28002469,43,0.41,0
34.78,22.32315742,43,0.41,0
34.65,21.93654292,43,0.41,0
34.77,22.00313694,43,0.41,0
34.77,21.7553661,43,0.41,0
34.79,21.77664418,43,0.41,0
34.91,21.87113177,43,0.41,0
34.85,21.48051945,43,0.41,0
34.84,21.34587866,43,0.41,0
34.77,21.05745678,43,0.41,0
34.82,21.22148724,43,0.41,0
35.1,21.63600565,43,0.41,0
34.93,21.27371453,43,0.41,0
34.76,21.20763537,43,0.41,0
34.66,20.98004489,43,0.41,0
34.67,21.18284764,43,0.41,0
34.84,21.46450213,43,0.41,0
34.8,21.29699341,43,0.41,0
34.72,21.12593387,43,0.41,0
34.71,21.26829488,43,0.41,0
34.82,21.48064503,43,0.41,0
34.96,21.68356918,43,0.41,0
35.06,21.62783109,43,0.41,0
34.88,21.27971824,43,0.41,0
34.76,21.18550624,43,0.41,0
34.71,21.12117663,43,0.41,0
34.69,21.07125568,43,0.41,0
34.78,21.08798406,43,0.41,0
34.72,21.10385937,43,0.41,0
34.74,21.18332932,43,0.41,0
34.88,21.03841446,43,0.41,0
34.89,20.83888506,43,0.41,0
34.81,20.51843804,43,0.41,0
34.89,20.42725827,43,0.41,0
35.01,20.54553812,43,0.41,0
35.05,20.56638517,43,0.41,0
34.92,20.30274514,43,0.41,0
34.89,20.16794474,43,0.41,0
34.87,20.02655578,43,0.41,0
34.88,20.15641426,43,0.41,0
34.88,20.35631968,43,0.41,0
34.96,20.36039332,43,0.41,0
35.07,20.181963,43,0.41,0
35.11,19.79352064,43,0.41,0
35.18,19.83889073,43,0.41,0
35.26,20.0013651,43,0.41,0
35.22,19.77871494,43,0.41,0
35.07,19.52062459,43,0.41,0
35.1,19.35595004,43,0.41,0
35.01,19.02646028,43,0.41,0
35.09,18.93810038,43,0.41,0
35.1,18.79591845,43,0.41,0
35.14,18.88741067,43,0.41,0
35.12,18.70159434,43,0.41,0
35.07,18.66329056,43,0.41,0
35.16,18.75547393,43,0.41,0
35.23,18.84916227,43,0.41,0
35.08,18.74097948,43,0.41,0
35.19,19.02755361,43,0.41,0
35.17,18.91222242,43,0.41,0
35.2,18.8695177,43,0.41,0
35.28,18.87650117,43,0.41,0
35.32,18.91195952,43,0.41,0
35.26,18.94914435,43,0.41,0
35.4,19.23739001,43,0.41,0
35.49,19.13001237,43,0.41,0
35.44,18.96160272,43,0.41,0
35.46,19.00982557,43,0.41,0
35.51,19.03719362,43,0.41,0
35.56,19.17561894,43,0.41,0
35.58,19.07471541,43,0.41,0
35.4,18.7212982,43,0.41,0
35.27,18.67750102,43,0.41,0
35.24,18.7884629,43,0.41,0
35.27,18.92226145,43,0.41,0
35.44,19.1023434,43,0.41,0
35.36,19.02698768,43,0.41,0
35.37,19.07570879,43,0.41,0
35.37,19.1098175,43,0.41,0
35.43,19.19796958,43,0.41,0
35.52,19.25822805,43,0.41,0
35.68,19.41479686,43,0.41,0
35.74,19.36876365,43,0.41,0
35.57,19.19801602,43,0.41,0
35.52,19.26205139,43,0.41,0
35.53,19.1888508,43,0.41,0
35.39,19.15433997,43,0.41,0
35.54,19.25716652,43,0.41,0
35.66,19.30411523,43,0.41,0
35.81,19.44196886,43,0.41,0
35.98,19.4026841,43,0.41,0
36.11,19.42751148,43,0.41,0
35.9,19.12753452,43,0.41,0
35.79,19.24525127,43,0.41,0
35.98,19.46546022,43,0.41,0
35.98,19.45368876,43,0.41,0
35.97,19.33680602,43,0.41,0
35.82,19.22749789,43,0.41,0
35.76,19.29775613,43,0.41,0
35.8,19.31441733,43,0.41,0
35.76,19.29775613,43,0.41,0
35.79,19.31122563,43,0.41,0
35.93,19.48472301,43,0.41,0
35.97,19.46227579,43,0.41,0
36.03,19.48920199,43,0.41,0
36,19.40111773,43,0.41,0
35.85,19.29527946,43,0.41,0
35.76,19.31325522,43,0.41,0
35.74,19.39586371,43,0.41,0
35.84,19.55686894,43,0.41,0
35.96,19.5766947,43,0.41,0
36.06,19.73528014,43,0.41,0
36.09,19.63848061,43,0.41,0
35.84,19.46340456,43,0.41,0
35.73,19.65582517,43,0.41,0
35.9,19.88943827,43,0.41,0
35.9,19.70172476,43,0.41,0
35.97,19.73298711,43,0.41,0
36.11,19.62910337,43,0.41,0
36,19.4129002,43,0.41,0
36.2,19.73334742,43,0.41,0
36.19,19.55140611,43,0.41,0
36.04,19.37821288,43,0.41,0
35.97,19.50933961,43,0.41,0
36,19.60540852,43,0.41,0
36.01,19.60079351,43,0.41,0
36.07,19.60046641,43,0.41,0
35.9,19.27586615,43,0.41,0
35.91,19.30242221,43,0.41,0
35.93,19.40646538,43,0.41,0
35.95,19.38930953,43,0.41,0
35.97,19.36032787,43,0.41,0
36.01,19.31388416,43,0.41,0
36,19.36184595,43,0.41,0
36.05,19.43251217,43,0.41,0
36.11,19.51840979,43,0.41,0
36.17,19.44601847,43,0.41,0
36.36,19.57192856,43,0.41,0
36.37,19.37052118,43,0.41,0
36.34,19.44975114,43,0.41,0
36.38,19.45766498,43,0.41,0
36.27,19.26136224,43,0.41,0
36.29,19.41880287,43,0.41,0
36.29,19.25921678,43,0.41,0
36.36,19.39562952,43,0.41,0
36.33,19.29080867,43,0.41,0
36.28,19.20847334,43,0.41,0
36.25,19.1679708,43,0.41,0
36.33,19.37477364,43,0.41,0
36.33,19.28281316,43,0.41,0
36.31,19.18517344,43,0.41,0
36.16,19.10629919,43,0.41,0
36.36,19.30351176,43,0.41,0
36.18,18.98528556,43,0.41,0
36.18,19.02490083,43,0.41,0
36.26,19.11113729,43,0.41,0
36.35,19.04056859,43,0.41,0
36.23,18.88809481,43,0.41,0
36.19,18.90883577,43,0.41,0
36.19,18.95638943,43,0.41,0
36.27,18.92287424,43,0.41,0
36.16,18.80559949,43,0.41,0
36.23,18.91192145,43,0.41,0
36.43,19.11069965,43,0.41,0
36.34,18.85800405,43,0.41,0
36.37,18.99803297,43,0.41,0
36.4,19.03023849,43,0.41,0
36.53,19.10572539,43,0.41,0
36.52,18.94561108,43,0.41,0
36.51,18.97122754,43,0.41,0
36.52,19.01018205,43,0.41,0
36.55,18.98173203,43,0.41,0
36.46,18.84943178,43,0.41,0
36.53,19.05725499,43,0.41,0
36.65,19.08903734,43,0.41,0
36.74,19.0430587,43,0.41,0
36.72,18.98489807,43,0.41,0
36.71,19.00683296,43,0.41,0
36.81,19.04033169,43,0.41,0
36.72,18.9359399,43,0.41,0
36.66,18.90051518,43,0.41,0
36.65,18.94676253,43,0.41,0
36.55,18.82007822,43,0.41,0
36.53,18.94822339,43,0.41,0
36.82,19.2562848,43,0.41,0
36.78,18.88950564,43,0.41,0
36.62,18.80118466,43,0.41,0
36.59,18.83016328,43,0.41,0
36.6,18.80431541,43,0.41,0
36.57,18.79681592,43,0.41,0
36.68,18.81193794,43,0.41,0
36.71,18.77853461,43,0.41,0
36.71,18.78668532,43,0.41,0
36.79,18.89604548,43,0.41,0
36.88,18.88086291,43,0.41,0
36.86,18.70760637,43,0.41,0
36.83,18.61046341,43,0.41,0
36.81,18.59773177,43,0.41,0
36.8,18.53816226,43,0.41,0
36.82,18.51396197,43,0.41,0
36.9,18.56038364,43,0.41,0
36.78,18.4560112,43,0.41,0
36.89,18.61987661,43,0.41,0
36.79,18.50319928,43,0.41,0
36.77,18.53958889,43,0.41,0
36.74,18.53279497,43,0.41,0
36.82,18.50986552,43,0.41,0
36.82,18.39928097,43,0.41,0
36.76,18.3495479,43,0.41,0
36.68,18.22652984,43,0.41,0
36.71,18.32649496,43,0.41,0
36.88,18.44089923,43,0.41,0
36.87,18.32788854,43,0.41,0
36.88,18.49021087,43,0.41,0
36.87,18.30736272,43,0.41,0
36.88,18.36283799,43,0.41,0
36.89,18.41426617,43,0.41,0
36.91,18.34855635,43,0.41,0
37.01,18.4477665,43,0.41,0
36.95,18.27850306,43,0.41,0
36.9,18.2601287,43,0.41,0
36.83,18.2130144,43,0.41,0
36.74,18.15368545,43,0.41,0
36.79,18.2293106,43,0.41,0
36.81,18.13938434,43,0.41,0
36.87,18.19244244,43,0.41,0
36.92,18.25596148,43,0.41,0
37.06,18.37099134,43,0.41,0
37.08,18.42069781,43,0.41,0
37.15,18.3055661,43,0.41,0
36.93,18.07684812,43,0.41,0
37.03,18.25726525,43,0.41,0
37.09,18.20668213,43,0.41,0
37.03,18.11238492,43,0.41,0
37.07,18.21945542,43,0.41,0
37.08,18.23383154,43,0.41,0
36.98,18.20609463,43,0.41,0
36.9,18.13681785,43,0.41,0
36.9,18.14092745,43,0.41,0
36.91,18.17579255,43,0.41,0
37.04,18.29237242,43,0.41,0
37.1,18.32496394,43,0.41,0
36.98,18.13179132,43,0.41,0
36.98,18.28454461,43,0.41,0
37.04,18.32551883,43,0.41,0
37.06,18.15118964,43,0.41,0
36.93,18.08507929,43,0.41,0
37,18.21828109,43,0.41,0
36.99,18.23697323,43,0.41,0
37.05,18.31507822,43,0.41,0
37.01,18.18302328,43,0.41,0
37.01,18.25332435,43,0.41,0
36.81,18.10258132,43,0.41,0
36.85,18.36061078,43,0.41,0
36.86,18.27656465,43,0.41,0
36.88,18.32176077,43,0.41,0
36.91,18.33209864,43,0.41,0
36.8,18.22729683,43,0.41,0
36.78,18.263989,43,0.41,0
36.75,18.22912587,43,0.41,0
36.81,18.25800065,43,0.41,0
36.8,18.28044978,43,0.41,0
36.68,18.13718666,43,0.41,0
36.66,18.19791525,43,0.41,0
36.69,18.29368868,43,0.41,0
36.8,18.35406076,43,0.41,0
36.83,18.27444335,43,0.41,0
36.85,18.27449643,43,0.41,0
36.85,18.22939815,43,0.41,0
36.83,18.20891956,43,0.41,0
36.91,18.29095806,43,0.41,0
36.83,18.167974,43,0.41,0
36.78,18.16597951,43,0.41,0
36.73,18.04577371,43,0.41,0
36.64,17.91416464,43,0.41,0
36.71,17.98076943,43,0.41,0
36.81,18.07804833,43,0.41,0
36.73,18.07426802,43,0.41,0
36.65,18.07417221,43,0.41,0
36.67,18.1432183,43,0.41,0
36.74,18.22702645,43,0.41,0
36.79,18.23748299,43,0.41,0
36.77,18.16801149,43,0.41,0
36.74,18.19035385,43,0.41,0
36.71,18.11901483,43,0.41,0
36.62,17.99918326,43,0.41,0
36.67,18.18380431,43,0.41,0
36.69,18.21240513,43,0.41,0
36.76,18.26793862,43,0.41,0
36.76,18.17819244,43,0.41,0
36.78,18.2353998,43,0.41,0
36.82,18.28054751,43,0.41,0
36.87,18.27041956,43,0.41,0
36.85,18.24989658,43,0.41,0
36.66,18.01541044,43,0.41,0
36.72,18.25538086,43,0.41,0
36.81,18.2293651,43,0.41,0
36.82,18.16595007,43,0.41,0
36.88,18.21909076,43,0.41,0
36.91,18.15523164,43,0.41,0
36.97,18.2618997,43,0.41,0
36.91,18.2374832,43,0.41,0
36.9,18.24368451,43,0.41,0
36.91,18.19635478,43,0.41,0
36.95,18.22491345,43,0.41,0
36.94,18.08288315,43,0.41,0
36.97,18.05974502,43,0.41,0
37.05,18.11200625,43,0.41,0
37.11,18.11487065,43,0.41,0
36.97,17.94840822,43,0.41,0
36.89,17.99112439,43,0.41,0
36.85,17.97532665,43,0.41,0
36.81,17.91862968,43,0.41,0
36.83,17.95514148,43,0.41,0
36.88,18.09593021,43,0.41,0
36.91,18.0812233,43,0.41,0
36.97,18.12574068,43,0.41,0
37,18.11910197,43,0.41,0
36.95,18.05595884,43,0.41,0
36.9,18.03409509,43,0.41,0
36.92,18.15720257,43,0.41,0
36.91,18.05244689,43,0.41,0
36.89,18.03218161,43,0.41,0
36.96,18.22690187,43,0.41,0
36.91,18.06066846,43,0.41,0
36.8,17.96574936,43,0.41,0
36.79,17.99648516,43,0.41,0
36.79,17.98423588,43,0.41,0
36.82,18.12503235,43,0.41,0
36.89,18.27041738,43,0.41,0
36.81,18.07395968,43,0.41,0
36.8,18.0678909,43,0.41,0
36.81,18.08213703,43,0.41,0
36.88,18.0343677,43,0.41,0
36.88,18.0630954,43,0.41,0
36.85,18.01219548,43,0.41,0
36.7,17.82849389,43,0.41,0
36.76,18.02731239,43,0.41,0
36.8,17.94532496,43,0.42,0
36.85,18.03268001,43,0.41,0
36.78,17.8639724,43,0.41,0
36.79,17.80871439,43,0.41,0
36.82,17.7733558,43,0.41,0
36.79,17.80055294,43,0.41,0
36.79,17.78423067,43,0.41,0
36.8,17.73707055,43,0.41,0
36.85,17.75010937,43,0.41,0
36.84,18.01845712,43,0.41,0
36.83,18.12703367,43,0.41,0
36.74,18.1129477,43,0.41,0
36.7,18.10476171,43,0.41,0
36.7,18.17386595,43,0.41,0
36.63,18.17126669,43,0.41,0
36.57,18.02122027,43,0.41,0
36.6,17.98297719,43,0.41,0
36.6,17.82542419,43,0.41,0
36.63,17.94860337,43,0.42,0
36.62,17.92637358,43,0.41,0
36.62,18.03964025,43,0.41,0
36.59,17.91228765,43,0.41,0
36.59,18.02132449,43,0.41,0
36.6,18.05572013,43,0.41,0
36.53,18.04911927,43,0.41,0
36.45,18.08020245,43,0.41,0
36.42,18.16173777,43,0.41,0
36.41,18.12749692,43,0.41,0
36.35,18.11412525,43,0.41,0
36.28,18.09040458,43,0.41,0
36.23,18.08300302,43,0.41,0
36.25,18.07963326,43,0.41,0
36.27,17.91748605,43,0.41,0
36.32,17.96012815,43,0.41,0
36.36,18.00068224,43,0.41,0
36.32,17.95217015,43,0.41,0
36.31,18.11309063,43,0.41,0
36.25,18.20258094,43,0.41,0
36.14,18.14506631,43,0.41,0
36.1,18.24179941,43,0.41,0
36.11,18.35055224,43,0.41,0
36.04,18.31731109,43,0.41,0
36.04,18.4271674,43,0.41,0
36.03,18.51481015,43,0.41,0
36.01,18.55657755,43,0.41,0
35.96,18.38693897,43,0.41,0
35.96,18.44163342,43,0.41,0
35.92,18.39603697,43,0.41,0
35.88,18.35443232,43,0.41,0
35.83,18.40725686,43,0.41,0
35.84,18.51084459,43,0.41,0
35.8,18.4573288,43,0.41,0
35.79,18.44687478,43,0.41,0
35.81,18.51041931,43,0.41,0
35.79,18.55140314,43,0.41,0
35.75,18.53257582,43,0.41,0
35.72,18.47794818,43,0.41,0
35.72,18.51265656,43,0.41,0
35.69,18.46964565,43,0.41,0
35.67,18.43717588,43,0.41,0
35.66,18.39213898,43,0.41,0
35.59,18.25803901,43,0.41,0
35.6,18.37944017,43,0.41,0
35.58,18.33182205,43,0.41,0
35.55,18.34264792,43,0.41,0
35.58,18.43511127,43,0.41,0
35.58,18.45424256,43,0.41,0
35.53,18.447736,43,0.41,0
35.55,18.54510405,43,0.41,0
35.56,18.57092779,43,0.41,0
35.58,18.56522658,43,0.41,0
35.54,18.6109667,43,0.41,0
35.48,18.53624579,43,0.41,0
35.43,18.58236608,43,0.41,0
35.46,18.63688435,43,0.41,0
35.46,18.59885352,43,0.41,0
35.34,18.40071296,43,0.41,0
35.35,18.39984202,43,0.41,0
35.36,18.37250766,43,0.41,0
35.42,18.42766504,43,0.41,0
35.3,18.204526,43,0.41,0
35.29,18.30331474,43,0.41,0
35.32,18.2139241,43,0.41,0
35.36,18.18360046,43,0.41,0
35.29,18.14527135,43,0.41,0
35.29,18.18289365,43,0.41,0
35.28,18.10488334,43,0.41,0
35.21,18.08165397,43,0.41,0
35.17,18.06298249,43,0.41,0
35.17,18.07419125,43,0.41,0
35.21,18.12284805,43,0.41,0
35.16,17.99297207,43,0.41,0
35.17,18.0667187,43,0.41,0
35.17,18.0667187,43,0.41,0
35.29,18.1941812,43,0.41,0
35.35,18.12797778,43,0.41,0
35.35,18.11665511,43,0.41,0
35.39,18.16164933,43,0.41,0
35.44,18.24744151,43,0.41,0
35.44,18.19811684,43,0.41,0
35.43,18.24466698,43,0.41,0
35.44,18.27779893,43,0.41,0
35.42,18.23430865,43,0.41,0
35.37,18.19015452,43,0.41,0
35.41,18.25804891,43,0.41,0
35.38,18.21183527,43,0.41,0
35.33,18.19788044,43,0.41,0
35.29,18.20923189,43,0.41,0
35.28,18.27410365,43,0.41,0
35.29,18.29202334,43,0.41,0
35.24,18.27386937,43,0.41,0
35.24,18.33392525,43,0.41,0
35.23,18.32725188,43,0.42,0
35.21,18.38136826,43,0.41,0
35.22,18.54563111,43,0.42,0
35.19,18.55520007,43,0.41,0
35.15,18.48310177,43,0.41,0
35.12,18.51125196,43,0.41,0
35.07,18.5516333,43,0.41,0
35.04,18.55710189,43,0.41,0
35.03,18.60223015,43,0.41,0
35.07,18.7005183,43,0.41,0
35.05,18.6606253,43,0.41,0
35.03,18.71365815,43,0.41,0
35,18.70393424,43,0.41,0
35,18.80779293,43,0.41,0
34.99,18.93799375,43,0.41,0
34.97,19.09058164,43,0.41,0
34.92,19.13230105,43,0.41,0
34.93,19.26532717,43,0.41,0
34.93,19.30233701,43,0.41,0
34.94,19.36150764,43,0.41,0
34.93,19.38377371,43,0.41,0
34.91,19.39493047,43,0.41,0
34.92,19.47632398,43,0.41,0
34.9,19.36537749,43,0.41,0
34.83,19.26233485,43,0.41,0
34.85,19.37648488,43,0.41,0
34.79,19.18531747,43,0.41,0
34.82,19.19616561,43,0.41,0
34.74,19.01346011,43,0.41,0
34.62,18.64012906,43,0.41,0
34.53,18.6275243,43,0.41,0
34.58,18.88382338,43,0.41,0
34.58,18.79320301,43,0.41,0
34.62,19.13427472,43,0.41,0
34.57,19.17751678,43,0.41,0
34.57,19.23554823,43,0.41,0
34.6,19.3049438,43,0.41,0
34.58,19.30463752,43,0.41,0
34.55,19.36936671,43,0.41,0
34.45,19.27676196,43,0.41,0
34.44,19.12169149,43,0.41,0
34.65,19.10886245,43,0.41,0
34.66,18.99956025,43,0.41,0
34.69,18.9737952,43,0.41,0
34.64,18.86143302,43,0.41,0
34.66,18.89757876,43,0.41,0
34.71,18.92610256,43,0.41,0
34.7,18.82040505,43,0.41,0
34.77,18.79325581,43,0.41,0
34.81,18.80319494,43,0.41,0
34.84,18.78394933,43,0.41,0
34.85,18.69903511,43,0.41,0
34.86,18.63611714,43,0.41,0
34.85,18.50416553,43,0.41,0
34.81,18.3593173,43,0.41,0
34.83,18.33991021,43,0.41,0
34.82,18.24510731,43,0.41,0
34.82,18.20111121,43,0.41,0
34.77,18.08713195,43,0.41,0
34.76,17.94170158,43,0.41,0
34.66,17.85776617,43,0.41,0
34.71,17.83235524,43,0.41,0
34.72,17.74422027,43,0.41,0
34.76,17.70447741,43,0.41,0
34.71,17.6322397,43,0.41,0
34.61,17.50661635,43,0.41,0
34.62,17.61792684,43,0.41,0
34.65,17.65174109,43,0.41,0
34.7,17.80763408,43,0.41,0
34.72,17.8133995,43,0.41,0
34.76,17.98186461,43,0.41,0
34.73,18.06412865,43,0.41,0
34.73,18.10424027,43,0.41,0
34.75,18.05190319,43,0.41,0
34.73,18.05318999,43,0.41,0
34.73,18.08965364,43,0.41,0
34.7,18.13515897,43,0.41,0
34.66,18.15918229,43,0.41,0
34.63,18.20789708,43,0.41,0
34.57,18.2902203,43,0.41,0
34.52,18.32818117,43,0.41,0
34.48,18.35828322,43,0.41,0
34.49,18.3399763,43,0.41,0
34.52,18.31014665,43,0.41,0
34.54,18.33831824,43,0.41,0
34.55,18.35964522,43,0.41,0
34.52,18.39672163,43,0.41,0
34.54,18.52615205,43,0.41,0
34.53,18.51917108,43,0.41,0
34.55,18.53313425,43,0.41,0
34.52,18.45805973,43,0.41,0
34.56,18.46054432,43,0.41,0
34.56,18.42076505,43,0.41,0
34.53,18.32422761,43,0.41,0
34.49,18.28596387,43,0.41,0
34.53,18.33144562,43,0.41,0
34.5,18.30002664,43,0.41,0
34.49,18.2787629,43,0.41,0
34.44,18.25528437,43,0.41,0
34.46,18.30134351,43,0.41,0
34.47,18.23988673,43,0.41,0
34.49,18.28956441,43,0.41,0
34.45,18.21903373,43,0.41,0
34.44,18.19425692,43,0.41,0
34.43,18.20178976,43,0.41,0
34.48,18.16397792,43,0.41,0
34.53,18.05366957,43,0.41,0
34.56,18.03407886,43,0.41,0
34.59,17.97095842,43,0.41,0
34.65,17.96005375,43,0.41,0
34.63,17.85982349,43,0.41,0
34.65,17.80404668,43,0.41,0
34.66,17.77429144,43,0.41,0
34.7,17.73125982,43,0.41,0
34.72,17.7332986,43,0.41,0
34.78,17.66989557,43,0.41,0
34.82,17.59311834,43,0.41,0
34.82,17.64069056,43,0.41,0
34.76,17.70447741,43,0.41,0
34.73,17.68878181,43,0.41,0
34.7,17.67671795,43,0.41,0
34.68,17.68198273,43,0.41,0
34.67,17.66100806,43,0.41,0
34.65,17.67349459,43,0.41,0
34.67,17.7517607,43,0.41,0
34.64,17.78301216,43,0.41,0
34.59,17.80823414,43,0.41,0
34.62,17.83152191,43,0.41,0
34.65,17.82218313,43,0.41,0
34.68,17.82002256,43,0.41,0
34.67,17.82801283,43,0.41,0
34.7,17.84400918,43,0.41,0
34.77,17.87888517,43,0.41,0
34.79,17.81520006,43,0.41,0
34.82,17.83105022,43,0.41,0
34.85,17.83956024,43,0.41,0
34.85,17.80654956,43,0.41,0
34.84,17.73043108,43,0.41,0
34.81,17.67453283,43,0.41,0
34.79,17.68362598,43,0.41,0
34.79,17.68362598,43,0.41,0
34.78,17.69911212,43,0.41,0
34.77,17.69267394,43,0.41,0
34.76,17.70447741,43,0.41,0
34.75,17.69073839,43,0.41,0
34.74,17.68429672,43,0.41,0
34.75,17.74908084,43,0.41,0
34.72,17.68597567,43,0.41,0
34.7,17.69853358,43,0.41,0
34.7,17.73853278,43,0.41,0
34.65,17.72063225,43,0.41,0
34.68,17.78005753,43,0.41,0
34.65,17.73151116,43,0.41,0
34.61,17.71278224,43,0.41,0
34.63,17.7149045,43,0.41,0
34.62,17.68669612,43,0.41,0
34.64,17.66341162,43,0.41,0
34.59,17.58417175,43,0.41,0
34.59,17.66004628,43,0.41,0
34.56,17.64064473,43,0.41,0
34.57,17.67598701,43,0.41,0
34.54,17.69257795,43,0.41,0
34.52,17.74797938,43,0.41,0
34.46,17.73388401,43,0.41,0
34.3,17.81420012,43,0.41,0
34.21,17.90318478,43,0.41,0
34.14,17.93028453,43,0.41,0
34.08,18.19576777,43,0.41,0
33.96,18.44144897,43,0.41,0
33.86,18.59669583,43,0.41,0
33.81,18.6092422,43,0.41,0
33.75,18.63159303,43,0.41,0
33.72,18.59945986,43,0.41,0
33.67,18.51847661,43,0.41,0
33.61,18.57126454,43,0.41,0
33.62,18.61286306,43,0.41,0
33.59,18.58073222,43,0.41,0
33.68,18.50158534,43,0.41,0
33.7,18.68499063,43,0.41,0
33.7,18.51254834,43,0.41,0
33.72,18.1854025,43,0.41,0
33.82,18.10992908,43,0.41,0
33.86,18.17591913,43,0.41,0
33.82,18.47761493,43,0.41,0
33.71,18.94783029,43,0.41,0
33.63,19.00860787,43,0.41,0
33.56,19.23023848,43,0.41,0
33.46,19.47088595,43,0.41,0
33.41,19.61553439,43,0.41,0
33.37,19.68913936,43,0.41,0
33.36,19.68794975,43,0.41,0
33.4,19.71309173,43,0.41,0
33.48,19.67790731,43,0.41,0
33.54,19.76334176,43,0.41,0
33.53,19.71765294,43,0.41,0
33.5,19.76909619,43,0.41,0
33.48,19.8522808,43,0.41,0
33.48,19.80098465,43,0.41,0
33.51,19.73941697,43,0.41,0
33.54,19.49244125,43,0.41,0
33.59,19.21888411,43,0.41,0
33.65,19.08907512,43,0.41,0
33.72,18.82050953,43,0.41,0
33.8,18.73383049,43,0.41,0
33.83,18.64802816,43,0.41,0
33.84,18.58575404,43,0.41,0
33.87,18.53427834,43,0.41,0
33.9,18.45817434,43,0.41,0
33.92,18.40262064,43,0.41,0
33.92,18.47590504,43,0.41,0
33.91,18.57693165,43,0.41,0
33.88,18.67731865,43,0.41,0
33.84,18.73524736,43,0.41,0
33.84,18.80132478,43,0.41,0
33.82,18.8630975,43,0.41,0
33.81,18.87308721,43,0.41,0
33.81,18.88350661,43,0.41,0
33.81,18.87308721,43,0.41,0
33.82,18.83182487,43,0.41,0
33.85,18.79821986,43,0.41,0
33.86,18.77769547,43,0.41,0
33.87,18.7188268,43,0.41,0
33.88,18.69474183,43,0.41,0
33.88,18.66338078,43,0.41,0
33.89,18.61136142,43,0.41,0
33.91,18.53506295,43,0.41,0
33.93,18.45160158,43,0.41,0
33.96,18.4519418,43,0.41,0
33.96,18.45893721,43,0.41,0
33.94,18.45172155,43,0.41,0
33.94,18.44822781,43,0.41,0
33.94,18.45172155,43,0.41,0
33.93,18.54240165,43,0.41,0
33.89,18.58696197,43,0.41,0
33.81,18.72377979,43,0.41,0
33.74,18.83181071,43,0.41,0
33.7,18.78850058,43,0.41,0
33.68,18.97375404,43,0.41,0
33.57,19.21388634,43,0.41,0
33.45,19.23806769,43,0.41,0
33.39,19.10364584,43,0.41,0
33.34,19.09596613,43,0.41,0
33.29,19.18606713,43,0.41,0
33.22,19.18259775,43,0.41,0
33.22,19.17250732,43,0.41,0
33.25,18.98684485,43,0.41,0
33.35,18.97491832,43,0.41,0
